x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007,x0008,y0008,x0009,y0009,x0010,y0010,x0011,y0011,x0012,y0012,x0013,y0013,x0014,y0014
,,,,,,,,,,,,,,30.,0.0305175781,,,30.,-0.1651676893,30.,0.1275815964,,,,,,,,
,,,,,,,,,,,,,,31.,0.0306396484,,,31.,-0.1652989388,31.,0.0717531443,,,,,,,,
,,,,,,,,,,,,,,32.,0.0305175781,,,32.,-0.1655045152,32.,-0.0690996051,,,,,,,,
,,,,,,,,,,,,,,33.,0.0303955078,,,33.,-0.1656093597,33.,-0.1288455129,,,,,,,,
,,,,,,,,,,,,,,34.,0.0302734375,,,34.,-0.1654151082,34.,-0.0362425447,,,,,,,,
,,,,,,,,,,,,,,35.,0.0305175781,,,35.,-0.1652144194,35.,0.096079886,,,,,,,,
,,,,,,,,,,,,,,36.,0.0306396484,,,36.,-0.1651788354,36.,0.1203935146,,,,,,,,
,,,,,,,,,,,,,,37.,0.0306396484,,,37.,-0.1653861403,37.,0.0102118254,,,,,,,,
,,,,,,,,,,,,,,38.,0.0305175781,,,38.,-0.1655908227,38.,-0.1079456210,,,,,,,,
,,,,,,,,,,,,,,39.,0.0302734375,,,39.,-0.1655625105,39.,-0.1162716746,,,,,,,,
,,,,,,,,,,,,,,40.,0.0303955078,,,40.,-0.1653649211,40.,-0.0097961426,,,,,,,,
,,,,,,,,,,,,,,41.,0.0305175781,,,41.,-0.1651688814,41.,0.1053572893,,,,,,,,
,,,,,,,,,,,,,,42.,0.0306396484,,,42.,-0.1651684642,42.,0.1184227467,,,,,,,,
,,,,,,,,,,,,,,43.,0.0306396484,,,43.,-0.1654088497,43.,0.017007947,,,,,,,,
,,,,,,,,,,,,,,44.,0.0305175781,,,44.,-0.1655615568,44.,-0.0963915586,,,,,,,,
,,,,,,,,,,,,,,45.,0.0302734375,,,45.,-0.1654850245,45.,-0.0930227637,,,,,,,,
,,,,,,,,,,,,,,46.,0.0303955078,,,46.,-0.1652857065,46.,0.0203150511,,,,,,,,
,,,,,,,,,,,,,,47.,0.0305175781,,,47.,-0.1651672125,47.,0.1183601022,,,,,,,,
,,,,,,,,,,,,,,48.,0.0306396484,,,48.,-0.1652160287,48.,0.1113529801,,,,,,,,
,,,,,,,,,,,,,,49.,0.0305175781,,,49.,-0.1655042171,49.,-0.0595348477,,,,,,,,
,,,,,,,,,,,,,,50.,0.0303955078,,,50.,-0.1656240225,50.,-0.128962338,,,,,,,,
,,,,,,,,,,,,,,51.,0.0302734375,,,51.,-0.1654870510,51.,-0.0902814269,,,,,,,,
,,,,,,,,,,,,,,52.,0.0303955078,,,52.,-0.165330112,52.,0.0187650323,,,,,,,,
,,,,,,,,,,,,,,53.,0.0306396484,,,53.,-0.1651722193,53.,0.1296724081,,,,,,,,
,,,,,,,,,,,,,,54.,0.0306396484,,,54.,-0.1652858853,54.,0.0711401105,,,,,,,,
,,,,,,,,,,,,,,55.,0.0305175781,,,55.,-0.1654788256,55.,-0.0421891809,,,,,,,,
,,,,,,,,,,,,,,56.,0.0303955078,,,56.,-0.1655914187,56.,-0.1270850301,,,,,,,,
,,,,,,,,,,,,,,57.,0.0302734375,,,57.,-0.1654400826,57.,-0.0544224381,,,,,,,,
,,,,,,,,,,,,,,58.,0.0305175781,,,58.,-0.1652069688,58.,0.101703167,,,,,,,,
,,,,,,,,,,,,,,59.,0.0306396484,,,59.,-0.1651579738,59.,0.1242497563,,,,,,,,
,,,,,,,,,,,,,,60.,0.0306396484,,,60.,-0.1653087139,60.,0.0493023992,,,,,,,,
,,,,,,,,,,,,,,61.,0.0305175781,,,61.,-0.1655005217,61.,-0.0653354526,,,,,,,,
,,,,,,,,,,,,,,62.,0.0303955078,,,62.,-0.1656177044,62.,-0.1286474466,,,,,,,,
,,,,,,,,,,,,,,63.,0.0302734375,,,63.,-0.1655304432,63.,-0.0965683460,,,,,,,,
,,,,,,,,,,,,,,64.,0.0303955078,,,64.,-0.1653541327,64.,0.0047089458,,,,,,,,
,,,,,,,,,,,,,,65.,0.0305175781,,,65.,-0.1651467681,65.,0.1021524668,,,,,,,,
,,,,,,,,,,,,,,66.,0.0306396484,,,66.,-0.1651883125,66.,0.1270027757,,,,,,,,
,,,,,,,,,,,,,,67.,0.0306396484,,,67.,-0.1653872728,67.,0.0029512644,,,,,,,,
,,,,,,,,,,,,,,68.,0.0305175781,,,68.,-0.1655398011,68.,-0.0977038145,,,,,,,,
,,,,,,,,,,,,,,69.,0.0303955078,,,69.,-0.1656034589,69.,-0.128928721,,,,,,,,
,,,,,,,,,,,,,,70.,0.0302734375,,,70.,-0.1654681563,70.,-0.0703395009,,,,,,,,
,,,,,,,,,,,,,,71.,0.0303955078,,,71.,-0.1652847528,71.,0.0333723426,,,,,,,,
,,,,,,,,,,,,,,72.,0.0305175781,,,72.,-0.1651901603,72.,0.1149104238,,,,,,,,
,,,,,,,,,,,,,,73.,0.0306396484,,,73.,-0.1652132869,73.,0.1214420795,,,,,,,,
,,,,,,,,,,,,,,74.,0.0306396484,,,74.,-0.1653231978,74.,0.0474671125,,,,,,,,
,,,,,,,,,,,,,,75.,0.0305175781,,,75.,-0.1654782295,75.,-0.0567734241,,,,,,,,
,,,,,,,,,,,,,,76.,0.0303955078,,,76.,-0.1655879617,76.,-0.1251751184,,,,,,,,
,,,,,,,,,,,,,,77.,0.0302734375,,,77.,-0.1655234098,77.,-0.1116967797,,,,,,,,
,,,,,,,,,,,,,,78.,0.0302734375,,,78.,-0.1654154658,78.,-0.0260484815,,,,,,,,
,,,,,,,,,,,,,,79.,0.0303955078,,,79.,-0.1652210355,79.,0.0738222003,,,,,,,,
,,,,,,,,,,,,,,80.,0.0306396484,,,80.,-0.1651461124,80.,0.1286064982,,,,,,,,
,,,,,,,,,,,,,,81.,0.0306396484,,,81.,-0.1652620435,81.,0.1032217145,,,,,,,,
,,,,,,,,,,,,,,82.,0.0306396484,,,82.,-0.1653947830,82.,0.0185428262,,,,,,,,
,,,,,,,,,,,,,,83.,0.0305175781,,,83.,-0.1655376554,83.,-0.0753104091,,,,,,,,
,,,,,,,,,,,,,,84.,0.0303955078,,,84.,-0.1656197309,84.,-0.1272491813,,,,,,,,
,,,,,,,,,,,,,,85.,0.0302734375,,,85.,-0.1655800939,85.,-0.1107257605,,,,,,,,
,,,,,,,,,,,,,,86.,0.0303955078,,,86.,-0.1654334664,86.,-0.0361986160,,,,,,,,
,,,,,,,,,,,,,,87.,0.0303955078,,,87.,-0.1652573943,87.,0.0563494563,,,,,,,,
,,,,,,,,,,,,,,88.,0.0305175781,,,88.,-0.1651672125,88.,0.1212370992,,,,,,,,
,,,,,,,,,,,,,,89.,0.0306396484,,,89.,-0.165178299,89.,0.1217492223,,,,,,,,
,,,,,,,,,,,,,,90.,0.0306396484,,,90.,-0.1653227210,90.,0.060931623,,,,,,,,
,,,,,,,,,,,,,,91.,0.0306396484,,,91.,-0.1654578447,91.,-0.0365310907,,,,,,,,
,,,,,,,,,,,,,,92.,0.0303955078,,,92.,-0.1656109691,92.,-0.1126938462,,,,,,,,
,,,,,,,,,,,,,,93.,0.0303955078,,,93.,-0.165604949,93.,-0.1271973848,,,,,,,,
,,,,,,,,,,,,,,94.,0.0302734375,,,94.,-0.1655008197,94.,-0.075134933,,,,,,,,
,,,,,,,,,,,,,,95.,0.0303955078,,,95.,-0.1653436422,95.,0.0180640221,,,,,,,,
,,,,,,,,,,,,,,96.,0.0305175781,,,96.,-0.1652171612,96.,0.0997065306,,,,,,,,
,,,,,,,,,,,,,,97.,0.0306396484,,,97.,-0.1651837826,97.,0.1298176646,,,,,,,,
,,,,,,,,,,,,,,98.,0.0306396484,,,98.,-0.1652266383,98.,0.0963975191,,,,,,,,
,,,,,,,,,,,,,,99.,0.0306396484,,,99.,-0.1653792262,99.,0.0123739839,,,,,,,,
,,,,,,,,,,,,,,100.,0.0305175781,,,100.,-0.1655275822,100.,-0.0742630363,,,,,,,,
,,,,,,,,,,,,,,101.,0.0303955078,,,101.,-0.1656082869,101.,-0.1271449924,,,,,,,,
,,,,,,,,,,,,,,102.,0.0303955078,,,102.,-0.1655656695,102.,-0.1149210334,,,,,,,,
,,,,,,,,,,,,,,103.,0.0303955078,,,103.,-0.1654208302,103.,-0.050932169,,,,,,,,
,,,,,,,,,,,,,,104.,0.0303955078,,,104.,-0.1652980447,104.,0.0419345498,,,,,,,,
,,,,,,,,,,,,,,105.,0.0305175781,,,105.,-0.1651861668,105.,0.1110582948,,,,,,,,
,,,,,,,,,,,,,,106.,0.0306396484,,,106.,-0.1651687026,106.,0.1280568838,,,,,,,,
,,,,,,,,,,,,,,107.,0.0306396484,,,107.,-0.1652873158,107.,0.0817862153,,,,,,,,
,,,,,,,,,,,,,,108.,0.0306396484,,,108.,-0.1654348373,108.,-0.0055670738,,,,,,,,
,,,,,,,,,,,,,,109.,0.0305175781,,,109.,-0.1655681133,109.,-0.0864702463,,,,,,,,
,,,,,,,,,,,,,,110.,0.0303955078,,,110.,-0.1656087637,110.,-0.1298442483,,,,,,,,
,,,,,,,,,,,,,,111.,0.0303955078,,,111.,-0.1655266285,111.,-0.109698236,,,,,,,,
,,,,,,,,,,,,,,112.,0.0303955078,,,112.,-0.1654123068,112.,-0.0378820300,,,,,,,,
,,,,,,,,,,,,,,113.,0.0303955078,,,113.,-0.1652504802,113.,0.0506495237,,,,,,,,
,,,,,,,,,,,,,,114.,0.0305175781,,,114.,-0.1651681066,114.,0.1160601377,,,,,,,,
,,,,,,,,,,,,,,115.,0.0306396484,,,115.,-0.1651631594,115.,0.1267064214,,,,,,,,
,,,,,,,,,,,,,,116.,0.0306396484,,,116.,-0.1652776599,116.,0.0826919675,,,,,,,,
,,,,,,,,,,,,,,117.,0.0306396484,,,117.,-0.1654147506,117.,0.9999232888,,,,,,,,
,,,,,,,,,,,,,,118.,0.0305175781,,,118.,-0.1655534506,118.,-0.0797618628,,,,,,,,
,,,,,,,,,,,,,,119.,0.0303955078,,,119.,-0.1656243801,119.,-0.1257822514,,,,,,,,
,,,,,,,,,,,,,,120.,0.0302734375,,,120.,-0.1656153202,120.,-0.1207085252,,,,,,,,
,,,,,,,,,,,,,,121.,0.0302734375,,,121.,-0.1654937863,121.,-0.0690560937,,,,,,,,
,,,,,,,,,,,,,,122.,0.0303955078,,,122.,-0.1653425097,122.,0.011063695,,,,,,,,
,,,,,,,,,,,,,,123.,0.0303955078,,,123.,-0.1652182341,123.,0.0850251913,,,,,,,,
,,,,,,,,,,,,,,124.,0.0305175781,,,124.,-0.1651647091,124.,0.1264730096,,,,,,,,
,,,,,,,,,,,,,,125.,0.0306396484,,,125.,-0.1651958823,125.,0.1179822683,,,,,,,,
,,,,,,,,,,,,,,126.,0.0306396484,,,126.,-0.1653194427,126.,0.0605989099,,,,,,,,
,,,,,,,,,,,,,,127.,0.0306396484,,,127.,-0.1654815674,127.,-0.0177000761,,,,,,,,
,,,,,,,,,,,,,,128.,0.0305175781,,,128.,-0.1655602455,128.,-0.0900250077,,,,,,,,
,,,,,,,,,,,,,,129.,0.0303955078,,,129.,-0.1656004786,129.,-0.1293938756,,,,,,,,
,,,,,,,,,,,,,,130.,0.0302734375,,,130.,-0.1655908227,130.,-0.1144573092,,,,,,,,
,,,,,,,,,,,,,,131.,0.0302734375,,,131.,-0.1654791832,131.,-0.0581952333,,,,,,,,
,,,,,,,,,,,,,,132.,0.0303955078,,,132.,-0.165342629,132.,0.018196106,,,,,,,,
,,,,,,,,,,,,,,133.,0.0305175781,,,133.,-0.1652182341,133.,0.0899080038,,,,,,,,
,,,,,,,,,,,,,,134.,0.0305175781,,,134.,-0.1651863456,134.,0.1270794868,,,,,,,,
,,,,,,,,,,,,,,135.,0.0306396484,,,135.,-0.1651972532,135.,0.1182866693,,,,,,,,
,,,,,,,,,,,,,,136.,0.0306396484,,,136.,-0.1653126478,136.,0.0619020462,,,,,,,,
,,,,,,,,,,,,,,137.,0.0306396484,,,137.,-0.1654596329,137.,-0.0161002278,,,,,,,,
,,,,,,,,,,,,,,138.,0.0305175781,,,138.,-0.1655564904,138.,-0.0914672613,,,,,,,,
,,,,,,,,,,,,,,139.,0.0303955078,,,139.,-0.1656299829,139.,-0.1278849244,,,,,,,,
,,,,,,,,,,,,,,140.,0.0302734375,,,140.,-0.1655387878,140.,-0.0950801969,,,,,,,,
,,,,,,,,,,,,,,141.,0.0303955078,,,141.,-0.1654202342,141.,-0.0248080492,,,,,,,,
,,,,,,,,,,,,,,142.,0.0303955078,,,142.,-0.1652582884,142.,0.0534779429,,,,,,,,
,,,,,,,,,,,,,,143.,0.0305175781,,,143.,-0.1651539803,143.,0.1114813685,,,,,,,,
,,,,,,,,,,,,,,144.,0.0306396484,,,144.,-0.165183723,144.,0.1216397285,,,,,,,,
,,,,,,,,,,,,,,145.,0.0306396484,,,145.,-0.1652904153,145.,0.0765587091,,,,,,,,
,,,,,,,,,,,,,,146.,0.0306396484,,,146.,-0.1654399037,146.,0.0028366446,,,,,,,,
,,,,,,,,,,,,,,147.,0.0305175781,,,147.,-0.1655094028,147.,-0.068959415,,,,,,,,
,,,,,,,,,,,,,,148.,0.0303955078,,,148.,-0.1656196117,148.,-0.1298510432,,,,,,,,
,,,,,,,,,,,,,,149.,0.0302734375,,,149.,-0.165579021,149.,-0.1130508780,,,,,,,,
,,,,,,,,,,,,,,150.,0.0302734375,,,150.,-0.1654456854,150.,-0.0555443764,,,,,,,,
,,,,,,,,,,,,,,151.,0.0303955078,,,151.,-0.1653209329,151.,0.0216217637,,,,,,,,
,,,,,,,,,,,,,,152.,0.0305175781,,,152.,-0.1652063131,152.,0.0921140909,,,,,,,,
,,,,,,,,,,,,,,153.,0.0306396484,,,153.,-0.1651524901,153.,0.1281155944,,,,,,,,
,,,,,,,,,,,,,,154.,0.0306396484,,,154.,-0.1652155519,154.,0.1150203943,,,,,,,,
,,,,,,,,,,,,,,155.,0.0306396484,,,155.,-0.1653158665,155.,0.0561938286,,,,,,,,
,,,,,,,,,,,,,,156.,0.0306396484,,,156.,-0.1654480696,156.,-0.0216206312,,,,,,,,
,,,,,,,,,,,,,,157.,0.0305175781,,,157.,-0.1655440331,157.,-0.0918508172,,,,,,,,
,,,,,,,,,,,,,,158.,0.0303955078,,,158.,-0.1656387448,158.,-0.1284758449,,,,,,,,
,,,,,,,,,,,,,,159.,0.0302734375,,,159.,-0.1655786633,159.,-0.1172311902,,,,,,,,
,,,,,,,,,,,,,,160.,0.0302734375,,,160.,-0.1654562354,160.,-0.0663443208,,,,,,,,
,,,,,,,,,,,,,,161.,0.0303955078,,,161.,-0.1653366089,161.,0.0142331123,,,,,,,,
,,,,,,,,,,,,,,162.,0.0303955078,,,162.,-0.1652194262,162.,0.0868955851,,,,,,,,
,,,,,,,,,,,,,,163.,0.0306396484,,,163.,-0.1652175188,163.,0.1290256381,,,,,,,,
,,,,,,,,,,,,,,164.,0.0306396484,,,164.,-0.1652417183,164.,0.0945350528,,,,,,,,
,,,,,,,,,,,,,,165.,0.0306396484,,,165.,-0.1653712392,165.,0.0235265493,,,,,,,,
,,,,,,,,,,,,,,166.,0.0305175781,,,166.,-0.165543139,166.,-0.0904881358,,,,,,,,
,,,,,,,,,,,,,,167.,0.0303955078,,,167.,-0.1656333804,167.,-0.1287216544,,,,,,,,
,,,,,,,,,,,,,,168.,0.0302734375,,,168.,-0.1655651331,168.,-0.1183123589,,,,,,,,
,,,,,,,,,,,,,,169.,0.0302734375,,,169.,-0.1654717326,169.,-0.0664516687,,,,,,,,
,,,,,,,,,,,,,,170.,0.0303955078,,,170.,-0.1653348207,170.,0.0072618127,,,,,,,,
,,,,,,,,,,,,,,171.,0.0303955078,,,171.,-0.1652044654,171.,0.0808638930,,,,,,,,
,,,,,,,,,,,,,,172.,0.0305175781,,,172.,-0.1651780605,172.,0.1225360632,,,,,,,,
,,,,,,,,,,,,,,173.,0.0306396484,,,173.,-0.165181458,173.,0.1254019737,,,,,,,,
,,,,,,,,,,,,,,174.,0.0306396484,,,174.,-0.1653192043,174.,0.0843049288,,,,,,,,
,,,,,,,,,,,,,,175.,0.0306396484,,,175.,-0.1654015779,175.,0.0182321072,,,,,,,,
,,,,,,,,,,,,,,176.,0.0305175781,,,176.,-0.1655644178,176.,-0.0915239453,,,,,,,,
,,,,,,,,,,,,,,177.,0.0303955078,,,177.,-0.1656147838,177.,-0.1283561587,,,,,,,,
,,,,,,,,,,,,,,178.,0.0302734375,,,178.,-0.1655905247,178.,-0.1202628016,,,,,,,,
,,,,,,,,,,,,,,179.,0.0302734375,,,179.,-0.1654013991,179.,-0.0338337421,,,,,,,,
,,,,,,,,,,,,,,180.,0.0303955078,,,180.,-0.1652638912,180.,0.0414766073,,,,,,,,
,,,,,,,,,,,,,,181.,0.0305175781,,,181.,-0.1651942134,181.,0.1037180424,,,,,,,,
,,,,,,,,,,,,,,182.,0.0306396484,,,182.,-0.1651839018,182.,0.1270749569,,,,,,,,
,,,,,,,,,,,,,,183.,0.0306396484,,,183.,-0.1653125286,183.,0.0915302038,,,,,,,,
,,,,,,,,,,,,,,184.,0.0306396484,,,184.,-0.1654124856,184.,0.0308789611,,,,,,,,
,,,,,,,,,,,,,,185.,0.0305175781,,,185.,-0.1654745340,185.,-0.0375679731,,,,,,,,
,,,,,,,,,,,,,,186.,0.0303955078,,,186.,-0.1656427979,186.,-0.1210599542,,,,,,,,
,,,,,,,,,,,,,,187.,0.0303955078,,,187.,-0.1655954123,187.,-0.1273126602,,,,,,,,
,,,,,,,,,,,,,,188.,0.0302734375,,,188.,-0.1655114889,188.,-0.0933868289,,,,,,,,
,,,,,,,,,,,,,,189.,0.0303955078,,,189.,-0.1653751135,189.,-0.0287831426,,,,,,,,
,,,,,,,,,,,,,,190.,0.0303955078,,,190.,-0.1652696133,190.,0.0416483283,,,,,,,,
,,,,,,,,,,,,,,191.,0.0305175781,,,191.,-0.165168047,191.,0.1009446979,,,,,,,,
,,,,,,,,,,,,,,192.,0.0306396484,,,192.,-0.1652243733,192.,0.1283090115,,,,,,,,
,,,,,,,,,,,,,,193.,0.0306396484,,,193.,-0.1652609706,193.,0.0979298353,,,,,,,,
,,,,,,,,,,,,,,194.,0.0306396484,,,194.,-0.1653939486,194.,0.0396621227,,,,,,,,
,,,,,,,,,,,,,,195.,0.0305175781,,,195.,-0.1654665470,195.,-0.0321309566,,,,,,,,
,,,,,,,,,,,,,,196.,0.0303955078,,,196.,-0.1656134725,196.,-0.1161756516,,,,,,,,
,,,,,,,,,,,,,,197.,0.0303955078,,,197.,-0.165599525,197.,-0.1299629807,,,,,,,,
,,,,,,,,,,,,,,198.,0.0302734375,,,198.,-0.1655569077,198.,-0.1048515439,,,,,,,,
,,,,,,,,,,,,,,199.,0.0303955078,,,199.,-0.1653600931,199.,-0.0041184425,,,,,,,,
,,,,,,,,,,,,,,200.,0.0303955078,,,200.,-0.1652523279,200.,0.0710588694,,,,,,,,
,,,,,,,,,,,,,,201.,0.0305175781,,,201.,-0.1651936173,201.,0.1186563969,,,,,,,,
,,,,,,,,,,,,,,202.,0.0306396484,,,202.,-0.1652272344,202.,0.1154865026,,,,,,,,
,,,,,,,,,,,,,,203.,0.0306396484,,,203.,-0.1653358936,203.,0.0652832389,,,,,,,,
,,,,,,,,,,,,,,204.,0.0305175781,,,204.,-0.1654902101,204.,-0.042776227,,,,,,,,
,,,,,,,,,,,,,,205.,0.0305175781,,,205.,-0.1655898094,205.,-0.1032280326,,,,,,,,
,,,,,,,,,,,,,,206.,0.0303955078,,,206.,-0.1656206250,206.,-0.1300920844,,,,,,,,
,,,,,,,,,,,,,,207.,0.0302734375,,,207.,-0.1655699015,207.,-0.1134938598,,,,,,,,
,,,,,,,,,,,,,,208.,0.0303955078,,,208.,-0.1653864384,208.,-0.0150769353,,,,,,,,
,,,,,,,,,,,,,,209.,0.0303955078,,,209.,-0.1652645469,209.,0.0621545911,,,,,,,,
,,,,,,,,,,,,,,210.,0.0305175781,,,210.,-0.1651870012,210.,0.1154874563,,,,,,,,
,,,,,,,,,,,,,,211.,0.0306396484,,,211.,-0.1651950479,211.,0.1286907792,,,,,,,,
,,,,,,,,,,,,,,212.,0.0306396484,,,212.,-0.1652575731,212.,0.0958017111,,,,,,,,
,,,,,,,,,,,,,,213.,0.0306396484,,,213.,-0.1653888226,213.,0.0319614410,,,,,,,,
,,,,,,,,,,,,,,214.,0.0305175781,,,214.,-0.1654972434,214.,-0.0438477397,,,,,,,,
,,,,,,,,,,,,,,215.,0.0305175781,,,215.,-0.1655907631,215.,-0.1051965356,,,,,,,,
,,,,,,,,,,,,,,216.,0.0303955078,,,216.,-0.165614903,216.,-0.1304770112,,,,,,,,
,,,,,,,,,,,,,,217.,0.0302734375,,,217.,-0.1655605435,217.,-0.1098740697,,,,,,,,
,,,,,,,,,,,,,,218.,0.0302734375,,,218.,-0.1654928923,218.,-0.0547514558,,,,,,,,
,,,,,,,,,,,,,,219.,0.0303955078,,,219.,-0.1653534174,219.,0.0181860328,,,,,,,,
,,,,,,,,,,,,,,220.,0.0303955078,,,220.,-0.1652017832,220.,0.0848830342,,,,,,,,
,,,,,,,,,,,,,,221.,0.0305175781,,,221.,-0.1651698351,221.,0.1243999600,,,,,,,,
,,,,,,,,,,,,,,222.,0.0306396484,,,222.,-0.1652227640,222.,0.1233491302,,,,,,,,
,,,,,,,,,,,,,,223.,0.0306396484,,,223.,-0.1653131247,223.,0.0805348158,,,,,,,,
,,,,,,,,,,,,,,224.,0.0306396484,,,224.,-0.1654023528,224.,0.0134322047,,,,,,,,
,,,,,,,,,,,,,,225.,0.0305175781,,,225.,-0.1655378342,225.,-0.0575536489,,,,,,,,
,,,,,,,,,,,,,,226.,0.0303955078,,,226.,-0.1655887365,226.,-0.1109201312,,,,,,,,
,,,,,,,,,,,,,,227.,0.0303955078,,,227.,-0.1656267047,227.,-0.1304808855,,,,,,,,
,,,,,,,,,,,,,,228.,0.0302734375,,,228.,-0.165558517,228.,-0.1089200974,,,,,,,,
,,,,,,,,,,,,,,229.,0.0303955078,,,229.,-0.1654503942,229.,-0.0476951003,,,,,,,,
,,,,,,,,,,,,,,230.,0.0303955078,,,230.,-0.165316999,230.,0.0261787176,,,,,,,,
,,,,,,,,,,,,,,231.,0.0305175781,,,231.,-0.1651952267,231.,0.0934600830,,,,,,,,
,,,,,,,,,,,,,,232.,0.0305175781,,,232.,-0.1651587486,232.,0.128161788,,,,,,,,
,,,,,,,,,,,,,,233.,0.0306396484,,,233.,-0.1651930809,233.,0.1163208485,,,,,,,,
,,,,,,,,,,,,,,234.,0.0306396484,,,234.,-0.1653424501,234.,0.0624061227,,,,,,,,
,,,,,,,,,,,,,,235.,0.0306396484,,,235.,-0.1654553413,235.,-0.0134367347,,,,,,,,
,,,,,,,,,,,,,,236.,0.0305175781,,,236.,-0.1655542254,236.,-0.0837445259,,,,,,,,
,,,,,,,,,,,,,,237.,0.0303955078,,,237.,-0.1656236053,237.,-0.1257963181,,,,,,,,
,,,,,,,,,,,,,,238.,0.0302734375,,,238.,-0.1656005383,238.,-0.1233059168,,,,,,,,
,,,,,,,,,,,,,,239.,0.0302734375,,,239.,-0.1655353904,239.,-0.0805593133,,,,,,,,
,,,,,,,,,,,,,,240.,0.0303955078,,,240.,-0.1653625965,240.,-0.0103645325,,,,,,,,
,,,,,,,,,,,,,,241.,0.0303955078,,,241.,-0.1652632952,241.,0.0634640455,,,,,,,,
,,,,,,,,,,,,,,242.,0.0305175781,,,242.,-0.1651721001,242.,0.117769897,,,,,,,,
,,,,,,,,,,,,,,243.,0.0306396484,,,243.,-0.1651667953,243.,0.1277360916,,,,,,,,
,,,,,,,,,,,,,,244.,0.0306396484,,,244.,-0.1652743220,244.,0.090497911,,,,,,,,
,,,,,,,,,,,,,,245.,0.0306396484,,,245.,-0.1653814316,245.,0.0219680667,,,,,,,,
,,,,,,,,,,,,,,246.,0.0305175781,,,246.,-0.1655028462,246.,-0.0578894615,,,,,,,,
,,,,,,,,,,,,,,247.,0.0303955078,,,247.,-0.1656258106,247.,-0.1151909828,,,,,,,,
